"","Collection.date","Lineage names","n","freq"
"472",2022-05-26,"BA.4",2,1.82
"473",2022-04-23,"BA.2.10",2,1.79
"474",2022-04-23,"BA.2.12",2,1.79
"475",2022-04-23,"BA.2.7",2,1.79
"476",2022-04-24,"BA.1.1",2,1.79
"477",2022-06-09,"BA.4.1",2,1.79
"478",2022-06-09,"BA.5.2.1",2,1.79
"479",2022-04-29,"BA.2.3",2,1.72
"480",2022-05-24,"BA.2.8",2,1.71
"481",2022-05-24,"BA.4",2,1.71
"482",2022-04-13,"BA.2.10",2,1.69
"483",2022-04-13,"BA.2.26",2,1.69
"484",2022-04-19,"BA.2.12",2,1.69
"485",2022-04-19,"BA.2.26",2,1.69
"486",2022-04-19,"Other",2,1.69
"487",2022-05-05,"BA.2.7",3,1.69
"488",2022-04-28,"BA.2.8",2,1.67
"489",2022-05-31,"BA.2.18",3,1.65
"490",2022-05-23,"BA.4",2,1.61
"491",2022-05-23,"BA.5",2,1.61
"492",2022-04-26,"BA.2.23.1",2,1.57
"493",2022-05-11,"BA.2.3",2,1.57
"494",2022-05-11,"BA.2.7",2,1.57
"495",2022-05-11,"Other",2,1.57
"496",2022-05-17,"BA.2.3",2,1.57
"497",2022-05-17,"BA.5",2,1.57
"498",2022-06-06,"BA.2.3",1,1.56
"499",2022-06-06,"BA.2.9",1,1.56
"500",2022-06-06,"BA.5.1",1,1.56
"501",2022-04-30,"BA.1.1",2,1.55
"502",2022-04-30,"BA.2.10",2,1.55
"503",2022-04-30,"BA.2.12",2,1.55
"504",2022-06-23,"BA.2",1,1.54
"505",2022-06-23,"BA.2.13",1,1.54
"506",2022-06-25,"BA.2.3",1,1.54
"507",2022-06-25,"BA.4",1,1.54
"508",2022-06-25,"Other",1,1.54
"509",2022-04-18,"BA.2.26",2,1.53
"510",2022-04-18,"BA.2.7",2,1.53
"511",2022-04-18,"Other",2,1.53
"512",2022-05-06,"BA.2.12",2,1.49
"513",2022-05-06,"BA.2.7",2,1.49
"514",2022-06-15,"BA.2.18",1,1.49
"515",2022-06-15,"BA.4.1",1,1.49
"516",2022-06-15,"BA.5.2.1",1,1.49
"517",2022-06-15,"BE.1",1,1.49
"518",2022-06-20,"BA.5.2",1,1.49
"519",2022-06-20,"Unassigned",1,1.49
"520",2022-06-22,"BA.2",1,1.47
"521",2022-05-01,"BA.4",1,1.45
"522",2022-06-08,"BA.2.3",2,1.44
"523",2022-06-08,"BA.2.37",2,1.44
"524",2022-06-08,"BA.4",2,1.44
"525",2022-06-08,"BA.5.2.1",2,1.44
"526",2022-06-08,"BE.1",2,1.44
"527",2022-06-04,"BA.2.13",1,1.43
"528",2022-06-03,"BA.2.3",1,1.41
"529",2022-06-03,"BA.5.1",1,1.41
"530",2022-06-03,"Other",1,1.41
"531",2022-04-21,"BA.2.10",1,1.39
"532",2022-04-21,"BA.2.12",1,1.39
"533",2022-04-21,"BA.2.21",1,1.39
"534",2022-04-21,"BA.2.8",1,1.39
"535",2022-05-16,"BA.2.41",2,1.37
"536",2022-05-16,"BA.4",2,1.37
"537",2022-05-13,"BA.2.13",2,1.32
"538",2022-05-13,"BA.2.7",2,1.32
"539",2022-05-10,"BA.2.23",2,1.31
"540",2022-05-10,"BA.2.7",2,1.31
"541",2022-05-10,"BA.4",2,1.31
"542",2022-05-28,"BA.2.13",1,1.3
"543",2022-05-28,"BA.2.7",1,1.3
"544",2022-05-28,"BA.2.8",1,1.3
"545",2022-05-28,"BA.4",1,1.3
"546",2022-05-03,"BA.1.1",2,1.29
"547",2022-05-03,"Other",2,1.29
"548",2022-04-15,"Other",2,1.28
"549",2022-05-09,"BA.2.3",2,1.27
"550",2022-05-25,"BA.2.37",1,1.27
"551",2022-05-25,"BA.2.7",1,1.27
"552",2022-05-25,"BA.4",1,1.27
"553",2022-05-25,"Other",1,1.27
"554",2022-06-24,"BA.2.13",1,1.25
"555",2022-06-24,"BA.2.18",1,1.25
"556",2022-05-04,"BA.1.1",2,1.23
"557",2022-05-04,"BA.2.10",2,1.23
"558",2022-05-04,"BA.2.21",2,1.23
"559",2022-05-04,"BA.2.26",2,1.23
"560",2022-06-13,"BA.2.18",1,1.23
"561",2022-06-13,"BA.2.3",1,1.23
"562",2022-06-13,"BA.4.1",1,1.23
"563",2022-06-13,"Unassigned",1,1.23
"564",2022-04-16,"BA.2.10",1,1.22
"565",2022-04-16,"BA.2.13",1,1.22
"566",2022-04-16,"BA.2.23.1",1,1.22
"567",2022-04-16,"BA.2.37",1,1.22
"568",2022-04-16,"BA.2.7",1,1.22
"569",2022-05-14,"BA.2.12",1,1.22
"570",2022-05-14,"BA.2.18",1,1.22
"571",2022-05-14,"BA.2.23.1",1,1.22
"572",2022-05-14,"BA.5.1",1,1.22
"573",2022-06-10,"BA.2.13",1,1.2
"574",2022-06-10,"BA.4",1,1.2
"575",2022-06-10,"Other",1,1.2
"576",2022-06-02,"BA.2.10",1,1.15
"577",2022-06-02,"Other",1,1.15
"578",2022-05-05,"Other",2,1.13
"579",2022-06-01,"BA.2.1",1,1.09
"580",2022-06-01,"BA.2.18",1,1.09
"581",2022-06-01,"BA.2.20",1,1.09
"582",2022-06-01,"BA.2.3",1,1.09
"583",2022-05-21,"BA.2.23.1",1,1.08
"584",2022-04-20,"BA.2.12",1,1.06
"585",2022-04-20,"BA.2.13",1,1.06
"586",2022-04-20,"Other",1,1.06
"587",2022-05-19,"BA.2.10",1,1.06
"588",2022-05-19,"BA.2.21",1,1.06
"589",2022-05-19,"BA.2.23",1,1.06
"590",2022-05-19,"BA.2.8",1,1.06
"591",2022-05-19,"BA.4",1,1.06
"592",2022-05-19,"BA.5.1",1,1.06
"593",2022-05-15,"BA.2.10",1,1.04
"594",2022-05-15,"BA.2.23.1",1,1.04
"595",2022-05-15,"BA.5",1,1.04
"596",2022-05-15,"Other",1,1.04
"597",2022-05-12,"BA.1.1",2,1.02
"598",2022-05-12,"BA.5",2,1.02
"599",2022-05-18,"BA.2.26",1,0.98
"600",2022-05-18,"BA.2.3",1,0.98
"601",2022-05-18,"BA.2.36",1,0.98
"602",2022-05-18,"BA.2.41",1,0.98
"603",2022-05-18,"BA.4",1,0.98
"604",2022-05-20,"BA.2.26",1,0.98
"605",2022-05-20,"BA.2.3",1,0.98
"606",2022-05-20,"BA.5",1,0.98
"607",2022-05-20,"BA.5.1",1,0.98
"608",2022-05-07,"BA.2.1",1,0.93
"609",2022-05-07,"BA.2.20",1,0.93
"610",2022-05-07,"BA.2.37",1,0.93
"611",2022-05-08,"BA.1.1",1,0.93
"612",2022-05-08,"BA.2.1",1,0.93
"613",2022-05-08,"BA.2.21",1,0.93
"614",2022-05-08,"BA.2.26",1,0.93
"615",2022-05-08,"BA.2.3",1,0.93
"616",2022-05-08,"Unassigned",1,0.93
"617",2022-05-27,"BA.2.10",1,0.93
"618",2022-05-27,"BA.2.13",1,0.93
"619",2022-05-27,"BA.2.18",1,0.93
"620",2022-05-27,"BA.2.41",1,0.93
"621",2022-05-27,"BA.2.7",1,0.93
"622",2022-05-27,"BA.2.9",1,0.93
"623",2022-05-27,"BA.5.1",1,0.93
"624",2022-05-27,"Other",1,0.93
"625",2022-06-07,"BA.1.1",1,0.93
"626",2022-06-07,"BA.2.1",1,0.93
"627",2022-06-07,"Other",1,0.93
"628",2022-05-26,"BA.2.41",1,0.91
"629",2022-05-26,"BA.2.7",1,0.91
"630",2022-04-14,"BA.2.20",1,0.9
"631",2022-04-14,"BA.2.21",1,0.9
"632",2022-04-14,"BA.2.8",1,0.9
"633",2022-04-14,"Other",1,0.9
"634",2022-04-23,"BA.2.21",1,0.89
"635",2022-04-23,"BA.2.26",1,0.89
"636",2022-04-23,"BA.2.40.1",1,0.89
"637",2022-04-23,"Other",1,0.89
"638",2022-04-24,"BA.2.10",1,0.89
"639",2022-04-24,"BA.2.12",1,0.89
"640",2022-04-24,"BA.2.21",1,0.89
"641",2022-04-24,"BA.2.7",1,0.89
"642",2022-04-24,"Unassigned",1,0.89
"643",2022-06-09,"BA.2.20",1,0.89
"644",2022-06-09,"Unassigned",1,0.89
"645",2022-04-29,"BA.1.1",1,0.86
"646",2022-04-29,"BA.2.1",1,0.86
"647",2022-04-29,"BA.2.12",1,0.86
"648",2022-04-29,"BA.2.20",1,0.86
"649",2022-04-29,"Other",1,0.86
"650",2022-04-13,"BA.2.20",1,0.85
"651",2022-04-13,"BA.2.23",1,0.85
"652",2022-04-13,"BA.2.7",1,0.85
"653",2022-04-13,"BA.2.8",1,0.85
"654",2022-04-19,"BA.2.1",1,0.85
"655",2022-04-19,"BA.2.40.1",1,0.85
"656",2022-04-19,"BA.2.8",1,0.85
"657",2022-05-22,"BA.2.10",1,0.85
"658",2022-05-22,"BA.2.13",1,0.85
"659",2022-05-22,"BA.2.3",1,0.85
"660",2022-05-22,"BA.2.7",1,0.85
"661",2022-05-22,"BA.4",1,0.85
"662",2022-05-24,"BA.2.12",1,0.85
"663",2022-05-24,"BA.5.1",1,0.85
"664",2022-04-28,"BA.2.23.1",1,0.83
"665",2022-04-28,"BA.5.1",1,0.83
"666",2022-05-23,"BA.2.1",1,0.81
"667",2022-05-23,"BA.2.12",1,0.81
"668",2022-05-23,"BA.2.13",1,0.81
"669",2022-05-23,"BA.2.3",1,0.81
"670",2022-04-26,"BA.2.1",1,0.79
"671",2022-04-26,"BA.2.10",1,0.79
"672",2022-04-26,"BA.2.12",1,0.79
"673",2022-04-26,"BA.2.3",1,0.79
"674",2022-04-26,"BA.2.8",1,0.79
"675",2022-04-26,"BA.4",1,0.79
"676",2022-04-26,"Other",1,0.79
"677",2022-04-27,"BA.2.10",1,0.79
"678",2022-04-27,"BA.2.26",1,0.79
"679",2022-04-27,"BA.2.3",1,0.79
"680",2022-04-27,"BA.2.7",1,0.79
"681",2022-04-27,"BA.4",1,0.79
"682",2022-05-11,"BA.2.10",1,0.79
"683",2022-05-11,"BA.2.18",1,0.79
"684",2022-05-11,"BA.2.21",1,0.79
"685",2022-05-11,"BA.2.23",1,0.79
"686",2022-05-11,"BA.2.23.1",1,0.79
"687",2022-05-11,"BA.2.40.1",1,0.79
"688",2022-05-17,"BA.1.1",1,0.79
"689",2022-05-17,"BA.2.37",1,0.79
"690",2022-05-17,"Other",1,0.79
"691",2022-04-30,"BA.2.1",1,0.78
"692",2022-04-30,"BA.2.21",1,0.78
"693",2022-04-30,"BA.2.23.1",1,0.78
"694",2022-04-30,"BA.2.41",1,0.78
"695",2022-04-30,"BA.2.7",1,0.78
"696",2022-04-30,"Other",1,0.78
"697",2022-04-18,"BA.2.20",1,0.76
"698",2022-05-06,"BA.2.21",1,0.75
"699",2022-05-06,"BA.2.26",1,0.75
"700",2022-05-06,"BA.2.36",1,0.75
"701",2022-05-06,"BA.4",1,0.75
"702",2022-04-25,"BA.1.1",1,0.72
"703",2022-04-25,"BA.2.10",1,0.72
"704",2022-04-25,"BA.2.12",1,0.72
"705",2022-04-25,"BA.2.23.1",1,0.72
"706",2022-04-25,"BA.2.40.1",1,0.72
"707",2022-06-08,"BA.2.13",1,0.72
"708",2022-06-08,"BA.5.2",1,0.72
"709",2022-06-08,"Other",1,0.72
"710",2022-05-16,"BA.1.1",1,0.68
"711",2022-05-16,"BA.2.21",1,0.68
"712",2022-05-16,"BA.2.7",1,0.68
"713",2022-05-16,"BA.5",1,0.68
"714",2022-05-02,"BA.1.1",1,0.67
"715",2022-05-02,"BA.2.12",1,0.67
"716",2022-05-02,"BA.2.13",1,0.67
"717",2022-05-02,"BA.2.23",1,0.67
"718",2022-05-02,"BA.2.26",1,0.67
"719",2022-05-13,"BA.2.18",1,0.66
"720",2022-05-13,"Other",1,0.66
"721",2022-05-03,"BA.2.13",1,0.65
"722",2022-05-10,"BA.2.18",1,0.65
"723",2022-05-10,"BA.2.20",1,0.65
"724",2022-05-10,"BA.2.23.1",1,0.65
"725",2022-05-10,"BA.2.26",1,0.65
"726",2022-05-10,"BA.2.9",1,0.65
"727",2022-05-10,"BA.5",1,0.65
"728",2022-05-10,"Unassigned",1,0.65
"729",2022-04-15,"BA.2.1",1,0.64
"730",2022-04-15,"BA.2.12",1,0.64
"731",2022-04-15,"BA.2.26",1,0.64
"732",2022-05-09,"BA.2.10",1,0.63
"733",2022-05-09,"BA.2.12",1,0.63
"734",2022-05-09,"BA.2.13",1,0.63
"735",2022-05-09,"BA.2.20",1,0.63
"736",2022-05-09,"BA.2.26",1,0.63
"737",2022-05-04,"BA.2.40.1",1,0.62
"738",2022-05-04,"BA.2.7",1,0.62
"739",2022-05-04,"BA.4",1,0.62
"740",2022-05-05,"BA.1.1",1,0.56
"741",2022-05-05,"BA.2.21",1,0.56
"742",2022-05-05,"BA.2.26",1,0.56
"743",2022-05-05,"BA.2.40.1",1,0.56
"744",2022-05-31,"BA.2.1",1,0.55
"745",2022-05-31,"BA.2.13",1,0.55
"746",2022-05-31,"BA.2.20",1,0.55
"747",2022-05-31,"BA.2.21",1,0.55
"748",2022-05-31,"BA.2.36",1,0.55
"749",2022-05-31,"BA.5.1",1,0.55
"750",2022-05-12,"BA.2.10",1,0.51
"751",2022-05-12,"BA.2.13",1,0.51
"752",2022-05-12,"BA.2.23",1,0.51
"753",2022-05-12,"BA.2.26",1,0.51
"754",2022-05-12,"BA.2.3",1,0.51
"755",2022-05-12,"BA.2.36",1,0.51
"756",2022-05-12,"BA.5.1",1,0.51
"757",2022-04-13,"BA.2.1",0,0
"758",2022-04-13,"BA.2.13",0,0
"759",2022-04-13,"BA.2.21",0,0
"760",2022-04-13,"BA.2.23.1",0,0
"761",2022-04-13,"BA.2.37",0,0
"762",2022-04-14,"BA.2.1",0,0
"763",2022-04-14,"BA.2.12",0,0
"764",2022-04-14,"BA.2.13",0,0
"765",2022-04-14,"BA.2.23",0,0
"766",2022-04-14,"BA.2.23.1",0,0
"767",2022-04-14,"BA.2.26",0,0
"768",2022-04-14,"BA.2.37",0,0
"769",2022-04-15,"BA.2.13",0,0
"770",2022-04-15,"BA.2.20",0,0
"771",2022-04-15,"BA.2.21",0,0
"772",2022-04-15,"BA.2.23",0,0
"773",2022-04-15,"BA.2.23.1",0,0
"774",2022-04-15,"BA.2.37",0,0
"775",2022-04-15,"BA.2.8",0,0
"776",2022-04-16,"BA.2.1",0,0
"777",2022-04-16,"BA.2.12",0,0
"778",2022-04-16,"BA.2.20",0,0
"779",2022-04-16,"BA.2.21",0,0
"780",2022-04-16,"BA.2.23",0,0
"781",2022-04-16,"BA.2.26",0,0
"782",2022-04-16,"BA.2.8",0,0
"783",2022-04-16,"Other",0,0
"784",2022-04-17,"BA.2.1",0,0
"785",2022-04-17,"BA.2.10",0,0
"786",2022-04-17,"BA.2.12",0,0
"787",2022-04-17,"BA.2.13",0,0
"788",2022-04-17,"BA.2.20",0,0
"789",2022-04-17,"BA.2.21",0,0
"790",2022-04-17,"BA.2.23",0,0
"791",2022-04-17,"BA.2.23.1",0,0
"792",2022-04-17,"BA.2.37",0,0
"793",2022-04-17,"BA.2.7",0,0
"794",2022-04-17,"BA.2.8",0,0
"795",2022-04-17,"BA.2.9",0,0
"796",2022-04-17,"Other",0,0
"797",2022-04-18,"BA.2.1",0,0
"798",2022-04-18,"BA.2.12",0,0
"799",2022-04-18,"BA.2.13",0,0
"800",2022-04-18,"BA.2.21",0,0
"801",2022-04-18,"BA.2.40.1",0,0
"802",2022-04-18,"BA.2.8",0,0
"803",2022-04-18,"Unassigned",0,0
"804",2022-04-19,"BA.2.10",0,0
"805",2022-04-19,"BA.2.13",0,0
"806",2022-04-19,"BA.2.20",0,0
"807",2022-04-19,"BA.2.21",0,0
"808",2022-04-19,"Unassigned",0,0
"809",2022-04-20,"BA.2.1",0,0
"810",2022-04-20,"BA.2.20",0,0
"811",2022-04-20,"BA.2.21",0,0
"812",2022-04-20,"BA.2.26",0,0
"813",2022-04-20,"BA.2.40.1",0,0
"814",2022-04-20,"BA.2.7",0,0
"815",2022-04-20,"BA.2.8",0,0
"816",2022-04-20,"Unassigned",0,0
"817",2022-04-21,"BA.2.1",0,0
"818",2022-04-21,"BA.2.13",0,0
"819",2022-04-21,"BA.2.20",0,0
"820",2022-04-21,"BA.2.26",0,0
"821",2022-04-21,"BA.2.40.1",0,0
"822",2022-04-21,"BA.2.7",0,0
"823",2022-04-21,"Other",0,0
"824",2022-04-21,"Unassigned",0,0
"825",2022-04-22,"BA.2.1",0,0
"826",2022-04-22,"BA.2.12",0,0
"827",2022-04-22,"BA.2.13",0,0
"828",2022-04-22,"BA.2.20",0,0
"829",2022-04-22,"BA.2.21",0,0
"830",2022-04-22,"BA.2.26",0,0
"831",2022-04-22,"BA.2.40.1",0,0
"832",2022-04-22,"BA.2.8",0,0
"833",2022-04-22,"Unassigned",0,0
"834",2022-04-23,"BA.2.1",0,0
"835",2022-04-23,"BA.2.13",0,0
"836",2022-04-23,"BA.2.20",0,0
"837",2022-04-23,"BA.2.8",0,0
"838",2022-04-23,"Unassigned",0,0
"839",2022-04-24,"BA.2.1",0,0
"840",2022-04-24,"BA.2.13",0,0
"841",2022-04-24,"BA.2.20",0,0
"842",2022-04-24,"BA.2.26",0,0
"843",2022-04-24,"BA.2.40.1",0,0
"844",2022-04-24,"BA.2.8",0,0
"845",2022-04-24,"Other",0,0
"846",2022-04-25,"BA.2.1",0,0
"847",2022-04-25,"BA.2.13",0,0
"848",2022-04-25,"BA.2.20",0,0
"849",2022-04-25,"BA.2.21",0,0
"850",2022-04-25,"BA.2.41",0,0
"851",2022-04-25,"BA.2.8",0,0
"852",2022-04-25,"BA.4",0,0
"853",2022-04-25,"BA.5.1",0,0
"854",2022-04-25,"Other",0,0
"855",2022-04-26,"BA.1.1",0,0
"856",2022-04-26,"BA.2.13",0,0
"857",2022-04-26,"BA.2.20",0,0
"858",2022-04-26,"BA.2.21",0,0
"859",2022-04-26,"BA.2.26",0,0
"860",2022-04-26,"BA.2.40.1",0,0
"861",2022-04-26,"BA.2.41",0,0
"862",2022-04-26,"BA.5.1",0,0
"863",2022-04-27,"BA.1.1",0,0
"864",2022-04-27,"BA.2.1",0,0
"865",2022-04-27,"BA.2.12",0,0
"866",2022-04-27,"BA.2.13",0,0
"867",2022-04-27,"BA.2.20",0,0
"868",2022-04-27,"BA.2.21",0,0
"869",2022-04-27,"BA.2.23.1",0,0
"870",2022-04-27,"BA.2.40.1",0,0
"871",2022-04-27,"BA.2.41",0,0
"872",2022-04-27,"BA.2.8",0,0
"873",2022-04-27,"BA.5.1",0,0
"874",2022-04-28,"BA.1.1",0,0
"875",2022-04-28,"BA.2.1",0,0
"876",2022-04-28,"BA.2.10",0,0
"877",2022-04-28,"BA.2.12",0,0
"878",2022-04-28,"BA.2.13",0,0
"879",2022-04-28,"BA.2.20",0,0
"880",2022-04-28,"BA.2.26",0,0
"881",2022-04-28,"BA.2.40.1",0,0
"882",2022-04-28,"BA.2.41",0,0
"883",2022-04-28,"BA.4",0,0
"884",2022-04-28,"Other",0,0
"885",2022-04-29,"BA.2.10",0,0
"886",2022-04-29,"BA.2.13",0,0
"887",2022-04-29,"BA.2.21",0,0
"888",2022-04-29,"BA.2.23.1",0,0
"889",2022-04-29,"BA.2.26",0,0
"890",2022-04-29,"BA.2.40.1",0,0
"891",2022-04-29,"BA.2.41",0,0
"892",2022-04-29,"BA.2.7",0,0
"893",2022-04-29,"BA.2.8",0,0
"894",2022-04-29,"BA.4",0,0
"895",2022-04-29,"BA.5.1",0,0
"896",2022-04-30,"BA.2.20",0,0
"897",2022-04-30,"BA.2.40.1",0,0
"898",2022-04-30,"BA.2.8",0,0
"899",2022-04-30,"BA.4",0,0
"900",2022-04-30,"BA.5.1",0,0
"901",2022-05-01,"BA.1.1",0,0
"902",2022-05-01,"BA.2.1",0,0
"903",2022-05-01,"BA.2.12",0,0
"904",2022-05-01,"BA.2.13",0,0
"905",2022-05-01,"BA.2.20",0,0
"906",2022-05-01,"BA.2.21",0,0
"907",2022-05-01,"BA.2.23.1",0,0
"908",2022-05-01,"BA.2.3",0,0
"909",2022-05-01,"BA.2.40.1",0,0
"910",2022-05-01,"BA.2.41",0,0
"911",2022-05-01,"BA.2.8",0,0
"912",2022-05-01,"BA.5.1",0,0
"913",2022-05-01,"Other",0,0
"914",2022-05-02,"BA.2.1",0,0
"915",2022-05-02,"BA.2.10",0,0
"916",2022-05-02,"BA.2.20",0,0
"917",2022-05-02,"BA.2.21",0,0
"918",2022-05-02,"BA.2.36",0,0
"919",2022-05-02,"BA.2.37",0,0
"920",2022-05-02,"BA.2.40.1",0,0
"921",2022-05-02,"BA.4",0,0
"922",2022-05-02,"Other",0,0
"923",2022-05-02,"Unassigned",0,0
"924",2022-05-03,"BA.2.1",0,0
"925",2022-05-03,"BA.2.10",0,0
"926",2022-05-03,"BA.2.12",0,0
"927",2022-05-03,"BA.2.20",0,0
"928",2022-05-03,"BA.2.21",0,0
"929",2022-05-03,"BA.2.23",0,0
"930",2022-05-03,"BA.2.26",0,0
"931",2022-05-03,"BA.2.36",0,0
"932",2022-05-03,"BA.2.37",0,0
"933",2022-05-03,"BA.2.40.1",0,0
"934",2022-05-03,"BA.4",0,0
"935",2022-05-03,"Unassigned",0,0
"936",2022-05-04,"BA.2.1",0,0
"937",2022-05-04,"BA.2.12",0,0
"938",2022-05-04,"BA.2.13",0,0
"939",2022-05-04,"BA.2.20",0,0
"940",2022-05-04,"BA.2.23",0,0
"941",2022-05-04,"BA.2.36",0,0
"942",2022-05-04,"BA.2.37",0,0
"943",2022-05-04,"Other",0,0
"944",2022-05-04,"Unassigned",0,0
"945",2022-05-05,"BA.2.1",0,0
"946",2022-05-05,"BA.2.10",0,0
"947",2022-05-05,"BA.2.12",0,0
"948",2022-05-05,"BA.2.13",0,0
"949",2022-05-05,"BA.2.20",0,0
"950",2022-05-05,"BA.2.23",0,0
"951",2022-05-05,"BA.2.36",0,0
"952",2022-05-05,"BA.2.37",0,0
"953",2022-05-05,"BA.4",0,0
"954",2022-05-05,"Unassigned",0,0
"955",2022-05-06,"BA.1.1",0,0
"956",2022-05-06,"BA.2.1",0,0
"957",2022-05-06,"BA.2.10",0,0
"958",2022-05-06,"BA.2.13",0,0
